sentence,label
当初应该是磨小，然后做了牙齿，今天去检查了一下，说是腐食断了,补牙
一年半以前牙髓炎，左边下面第四颗痛，然后医好了，然后最近几个月又有点痛,牙齿疼痛
你们那边做嵌体植入费用是多少呢,补牙
下面右边最后一个大牙牙更哪里,无主题
你好，牙齿贴面多少钱呀,牙齿贴面
那我去医院检查说上次都要拔,拔牙
缺损是没有，就是松动，牙龈发炎,牙周治疗
如果是变天，或者有点感冒了，牙龈就会鼓起一个包，像肿了一下，不会痛，但是不舒服，过几天会消,牙周治疗
就里面烂的注牙,龋齿治疗
里面打牙,无主题
然后清洗了一下，上了药,无主题
会造成牙齿松动吗,无主题
牙龈出血有哪些原因,牙周治疗
不是有欧美，韩国，德国的吗？,无主题
隐形牙套是不是有很多种的,隐形矫正
粤西，真的免费种牙？,无主题
有没有个使用寿命,无主题
根管治疗过后需要做牙套吗？,烤瓷牙
多少钱？一个,无主题
拔完了,无主题
我是正着长出来的,无主题
大概费用及周期怎么算,无主题
你们是国产还是进口的？,无主题
就是最里面的大牙,无主题
补呀多少钱一颗呢,补牙
拔五颗蛀牙大概多少钱啊,拔牙
大牙腐烂引起痛。还有引起头痛,龋齿治疗
问题是我的上面门牙已经弄过烤瓷牙了，就是真的牙齿已经磨小了，现在是戴的烤瓷牙,无主题
两颗大门牙中间长了颗小牙齿,拔牙
会导致牙龈肿痛吗,无主题
好的 是大牙里面的肉都肿了 牙都没法咬拢,牙周治疗
说要去智齿,拔牙
倒数第二颗，发炎,牙齿炎症治疗
那个牙齿就是黄,牙齿美白
牙齿摔松了还能长好吗,牙齿松动
我之前去过咱们医院洗牙什么的,无主题
补牙，断出来了，修不了,无主题
一口伊斯顿牙齿贴面要多少钱？,牙齿贴面
想要拆智齿缝的线,智齿
你好请问想进行隐形矫正的话这边都有什么牌子的呢费用是什么情况呢,隐形矫正
我感觉有垢容易伤到牙龈,洁牙
旁边有一颗牙齿黑了,龋齿治疗
门牙有些长歪，向两边倾斜,牙齿矫正
你们全瓷牙什么价格,全瓷牙
德国进口烤瓷牙一颗的价格是多少？,烤瓷牙
门牙摔缺了一角 怎么医疗,补牙
洁牙是把牙齿磨平吗,洁牙
疼三四天吧，没看过,牙齿疼痛
这是国产还是进口的呢,无主题
我想知道再补要多少时间,补牙
就是想了解一下弄那个瓷牙多少钱一颗。,烤瓷牙
智齿掉了一块,智齿
烤瓷以后不能做磁共振吧,烤瓷牙
烟牙美白多少钱？,牙齿美白
可能是发炎了,牙齿炎症治疗
我就是牙齿黄,牙齿美白
美容冠能达到好的效果吗,美牙冠
没发炎吧,无主题
15088057987,无主题
一般这种怎么处理,无主题
牛黄解毒片，清火片，三黄片和消炎药,无主题
口腔溃疡吃什么药最好,口腔溃疡
还是要根据它那个感染了。来判定他那个牙齿。,牙齿炎症治疗
有牙龈,无主题
我口腔溃疡现在好了,无主题
我这溃疡又复发，饭都不能吃，吃进去就痛,口腔溃疡
是全瓷牙,全瓷牙
长在大牙最里面的好拔不？,拔牙
牙齿突然疼痛怎么办？,牙齿疼痛
长期口腔溃疡怎么办？,口腔溃疡
最里面的牙龈肿痛怎么办,牙周治疗
大概多长时间？,无主题
吃了消炎和止疼的，感觉效果不是很明显,无主题
他推荐我做牙冠，所有我想在咨询下,烤瓷牙
全部都松,牙齿松动
外力碰掉的,补牙
昨天吃了烤串，肿的更厉害了,牙周治疗
我的小孩牙梗上好像长了颗牙齿,牙齿矫正
牙根也往外，牙更往外斜,牙齿矫正
请问儿童补牙怎么收费,补牙
M6557789,无主题
半隐形矫正需要多久呢 带多久,隐形矫正
板牙四颗做的烤瓷,无主题
13^_^^_^^_^^_^现在有有效的智通发吗？,无主题
您告诉我价格,无主题
拔一根智齿要多少钱？,拔牙
口腔溃疡，流血不止是什么原因呢？,口腔溃疡
拔智齿能刷医保卡吗,拔牙
有价格范围吗,无主题
不可能，发个大概的金额多少到多少之间会拦截吗,无主题
"我想咨询""300元的烤瓷牙好吗""",烤瓷牙
全瓷价格多少,全瓷牙
但是，我在拔完智齿后，一直在吃消炎药，吃了十多天了,无主题
晚上这边有上班吗？因为现在孩子还在上小学不好请假,无主题
但是炎症没有消，牙齿会疼，晚上睡觉时就疼,牙齿炎症治疗
就是想去烟渍，牙齿里面抽烟弄黑了,洁牙
建议补牙和包牙，我也不懂，而且当时家长也不在身边，说叫我跟家长联系,补牙
横生智齿医生建议不拔还是拔,智齿
隐形的,隐形矫正
感觉有点松动，露神经了吧,牙齿松动
那如果是 断了黄了不痛 这种情况呢,补牙
摔断丰节，她才十岁，能补上吗？还是等到十八岁再装上？,补牙
牙性的吧,无主题
拔掉会影响吗,拔牙
现在就剩一半了，还晃动,牙齿松动
我问的爱尔创全瓷牙的价格？,全瓷牙
它平时也不疼，只有吃冰的会疼一下，之后就不疼了,牙齿脱敏
牙齿有个洞    疼的晚上睡不着,龋齿治疗
溃疡面艾滋会传染吗,无主题
好的，拔智齿有优惠吗？,拔牙
没有应该是长牙,无主题
没有！但是一上火一吃辣的就痛到不行,牙齿脱敏
种植牙咨询下,牙齿种植
能带隐形的吗,隐形矫正
激光的呢,无主题
我想了解一下瓷贴面,牙齿贴面
智齿，21,智齿
做隐形矫正多少钱？,隐形矫正
牙有个洞 如果止痛 医生,龋齿治疗
这都会是什么情况嘛，,无主题
还稍微有点发炎,牙齿炎症治疗
送上千元牙冠啊,无主题
牙神经坏死补牙多少钱,补牙
听说疼痛有炎症期间不能抜智齿是吗,无主题
待消炎后再睇,牙齿炎症治疗
去了小诊所看，开了点消炎药吃，小诊所，医生说吃不好要上医院,无主题
他好多牙都坏了,无主题
口唇炎给皮肤病有联系没？,无主题
上火了晚上牙齿痛怎么办,牙齿疼痛
跟换治疗和牙套是分开收费吧？,烤瓷牙
校医院说是牙周炎,牙周治疗
智齿离的神经管比较近,智齿
智齿老早就长了吧,智齿
因为我不知道根管治疗是怎样的所以我不是很清楚,根管治疗
牙周治疗是怎么一个治疗,牙周治疗
全瓷冠什么价位,全瓷牙
牙齿不齐怎么办,牙齿矫正
怎么去除牙垢,洁牙
牙齿很痛，怀孕5个月了，咋样缓解疼痛?,牙齿疼痛
牙齿比较稀疏。,牙齿矫正
从检查到治疗结束。费用大概多少？你那边说个准话,无主题
现在还不会痛又多时候吃东西有点酸软,牙齿脱敏
特别是吃东西的时候碰到会疼,无主题
反正用手摸刮手,无主题
转神经多少钱？,根管治疗
为什么长过一次智齿还会张第2颗呢,无主题
这几天牙齿疼的厉害,牙齿疼痛
会不会发炎,无主题
牙齿正畸钢牙多少钱,牙齿矫正
然后还有下边的牙也分离了,无主题
半口牙,无主题
不过是门牙,无主题
今天检查是免费哈,无主题
隐形矫正牙齿大概多少钱啊？,隐形矫正
还有哪种方式呢,无主题
还想种一颗,牙齿种植
在你这里种一颗牙多少钱？,牙齿种植
冲洗一次多少钱,洁牙
就是牙齿还小,无主题
拔智齿是要上下一对一起拔是吗？,拔牙
当时我牙疼 他让我先消炎。等不疼了 在去拔牙。,牙齿炎症治疗
隐形矫正牙齿要多少费用呀,隐形矫正
三分之一的样子  没有疼痛刺激感,无主题
牙齿松动拔掉还能补上去吗,补牙
长智齿牙疼怎么缓解,智齿冠周冲洗
你好！我十五天前经儿子罗健介绍拨了两颗牙,无主题
拍片 是平躺在牙床上,智齿
矫正科,牙齿矫正
我的牙拔了十几年了，还能镶牙吗？,补牙
拔三个智齿多少钱,拔牙
需要炎症好才可以是吗？,牙齿炎症治疗
最近没有牙龈出血了,无主题
就只有一颗,无主题
现在想把下边的两颗拔掉,拔牙
请问下你们那做牙齿矫正大概什么费用？隐形的,隐形矫正
工伤受伤的，还没处理好,无主题
1万多就是国产对吧,无主题
去做过了。 牙根老发炎,根管治疗
就拔出智齿,拔牙
大概价格多少呢？,无主题
拔了很痛的那种,无主题
你好那我现在还痛的要死还在发炎   那是冲洗了以后当天拔牙,牙齿炎症治疗
一颗牙中间裂了个缝一半松动了,牙齿松动
那牙周炎看哪个科啊？,牙周治疗
你们这边收费是一次性包治好的吧？如果过程中出现反复治疗是不收费的把？,无主题
我的牙齿比较拥挤 有龅牙,牙齿矫正
就用了头孢消炎的吧,无主题
智齿我今天去看了,智齿
牙列不整齐,牙齿矫正
那洗完效果会明显吗,洁牙
医生说拔下还要吃消炎药,拔牙
就左边一半都疼,牙齿疼痛
大牙旁边肉肿痛怎么办,牙周治疗
上周刚拔的智齿  这周六去拆线可以洗牙吗,洁牙
上午刷完牙 到中午就会有好多牙渍，为啥,无主题
牙疼有啥特效药吗,牙齿疼痛
在痛的期间也可以拔吗，,牙齿疼痛
洗牙费用是有个标准的是吧？,洁牙
你好，我想种两颗牙,牙齿种植
隐形矫正可以0元试戴？,隐形矫正
门牙特别痛 不说话也痛,牙齿疼痛
就是拔了的那个地方还是觉得疼,无主题
有可能保留下来吗,无主题
有颗智齿没了,无主题
同时拔两颗有什么危害吗,拔牙
黄牙怎么变白,牙齿美白
那这个做牙套得价格有哪些呢,无主题
不感觉疼痛,无主题
另外拔牙和镶牙大约多少费用？,拔牙
你好 我的颞颌关节会弹响是怎么回事呢,无主题
我想做白,牙齿美白
吃东西时感觉牙齿是空的是怎么回事,龋齿治疗
你们医院平时根管补课呀打麻药多少钱呀，我比比价,根管治疗
你们隐形矫正多少,隐形矫正
做冠是不是很贵,烤瓷牙
五岁孩子地包天需要带牙套吗,牙齿矫正
自己拔的,无主题
大概价位在什么范围呢,无主题
那拔智齿多少钱呢,拔牙
有几个刚开始嗯,无主题
拔智齿能刷医保卡吗？,拔牙
去看了几次没拍片,无主题
根管治疗一颗牙齿费用,根管治疗
就肿，不红不痛,牙周治疗
补牙多少钱  可以医保卡吗,补牙
一般口腔溃疡是长在哪里呢,口腔溃疡
陈贵阳，手机号码  13696930572  症状  长了智齿顶到最后面的大牙齿，需要把智齿拔出来吗,智齿
一颗比较明显 另一颗不确定是牙结石还是蛀牙,龋齿治疗
瑞士的好多钱,无主题
你好，我想正畸,牙齿矫正
然后拔一颗多少钱呢,拔牙
关键我是去年6月横管治疗，到现在没带过牙套是否有影响,无主题
建议拔掉吗？,无主题
我去看医生他们说牙齿发炎了,牙齿炎症治疗
拔智齿可以刷医保卡吗,拔牙
对，应该是发炎了,牙齿炎症治疗
门牙龈上长了小肉是怎么回,牙周治疗
26，男士，上个月吃东西用力过猛。。啃到骨头，把我板牙磕掉了一丢丢，现在疼痛了,补牙
说牙齿没长出来，,无主题
昨天摔跤把牙摔掉了一半，目前感觉牙的周围是木的,补牙
你们拔智齿是怎么收费,拔牙
原来补的一科牙，裂了,补牙
有没有什么办法先抑制疼痛受不了了已经,牙齿疼痛
没有，现在才开始洗口,无主题
小孩子还没换牙蛀牙要不要补,龋齿治疗
我爸溃疡,口腔溃疡
我想质询下治疗蛀牙要多少钱,龋齿治疗
不需要补牙吧,补牙
掉了的都会长吧,无主题
牙龈炎一般怎么治疗啊？,牙周治疗
明天下午我牙疼药消炎药牙白色牙清净上牙古,牙齿疼痛
所以要等我取了矫正器才可以补对吗？,补牙
我要种一颗旁边箱3颗,牙齿种植
智齿好痛怎么办,智齿冠周冲洗
牙跟还在的,无主题
下排右边两颗石牙已经拔下,无主题
没有  现在非常痛,牙齿疼痛
哦，对了，之前我没理解，是整颗牙掉了，没有牙根,补牙
然后补了,无主题
想补牙，崇文门医院是否可以,补牙
矫正烤瓷牙或者贴面的，能说具体点吗？,烤瓷牙
哦!我有个伯母补的牙可以吃碗豆！花生呢,无主题
我在睡觉醒来时口腔有血是怎么回事,无主题
反正就是喝水都痛,无主题
厦门这边洗牙多少钱,洁牙
我现在在发炎，不确定什么时候去,牙齿炎症治疗
具体什么价位呢,无主题
科瓦他们说是气动声波洁牙,洁牙
我想预约洗牙,洁牙
牙套价目表,无主题
我现在就痛！,牙齿疼痛
长了智齿一定要拔吗,智齿
我之前去检查，好像有三颗智齿，我想把智齿拔了,拔牙
我准备做全瓷 就是不知道单冠好还是连冠好,全瓷牙
大牙有洞疼吃药不管用怎么办,龋齿治疗
一般全瓷牙多少钱啊,全瓷牙
之前有过一次根尖炎,无主题
我的牙根发炎肿大怎么办,根管治疗
听说冲洗痛的很,牙周治疗
你好，我牙齿摔断了下半想种植两颗价格大概在多少钱,牙齿种植
50岁门牙,无主题
洗牙大概需要多少钱,洁牙
牙齿痛。吃什么药管用吗，吃药会治好吗？,牙齿疼痛
牙齿疼，牙龈肿了怎么办,牙周治疗
什么情况需要种牙,牙齿种植
对！旁边的也全肿了,牙周治疗
大概一颗费用多少？,无主题
只有一颗有,无主题
牙痛啊。有没有什么可以缓解。智齿压迫神经，发炎,智齿冠周冲洗
没去过，31,无主题
牙疼怎么办上伙了,牙齿疼痛
是不是需要清洗消炎一下,洁牙
你推荐一下牙冠吧,烤瓷牙
我想先了解大概费用在过去,无主题
矫正牙齿有几种牙套可以选择呀,牙齿矫正
一般补牙齿一颗多少钱啊,补牙
3100是种好吗，还有其他费用没有,牙齿种植
我朋友用冷光之后特别酸,无主题
可能要拨牙,拔牙
智齿长在底下牙齿最里面,智齿
最里面的牙齿旁边牙根长了一坨肉,牙周治疗
有什么让我先止痛吗,牙齿疼痛
一般牙齿矫正费用多少,牙齿矫正
